분야,사업내용,사업기간,직접수행,지자체보조,민간보조,출연,위탁,융자,지방비매칭,시행주체,지방비매칭여부,사업비,단위사업명,경비내역1,경비내역1사업비,경비내역2,경비내역2사업비,경비내역3,경비내역3사업비,경비내역4,경비내역4사업비,경비내역5,경비내역5사업비,경비내역6,경비내역6사업비,경비내역7,경비내역7사업비,경비내역8,경비내역8사업비,출처파일,매칭패턴,주요부처,사업비규모,사업유형,지역관련성,민간참여도,성과계획서매칭,해당_성과계획서_파일,PDF_매칭여부,PDF_사업명,PDF_예산_억원,PDF_예산_백만원,예산_검증상태,예산_오차율,PDF_출처페이지,예산_숫자,경북관련도점수,경북관련성_최종
,어린이집 확충 및 환경개선,계속사업,Y,Y,N,N,N,N,Y,"국가, 지자체",224.5억원,"224,482,000천원",어린이집 확충,어린이집 확충,"22,462,000천원",대학혁신지원,"1,720,000천원",관(부문),052천원,고등교육,"1,720,000천원",000 -,230천원,0 대학자율역량강화,"1,720,000천원",,,,,2. 2026년도 세입세출예산안사업별 설명서 2권.txt,"지자체보조, 지방비매칭",국가기관,대규모(1000억원 이상),기타,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,224482000,44.0,C급_정책참고
,중남미지역 국가들과의 우호협력 관계 강화 및 협력파트너로서 위 상확대 및 국가인지도 제고,계속사업,Y,N,Y,Y,N,N,N,국가,,"681,795,000천원",중남미지역국가와의 교류협력 강화,중남미지역국가와의 교류협력 강화,"3,579,000천원",아중동지역국가,"11,147,000천원",189),2천원,,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 2권.txt,"직접수행, 민간보조, 출연",국가기관,대규모(1000억원 이상),국제협력,지역특화,공공주도,부분매칭,,No,,0.0,0,,0.0,0,681795000,44.0,C급_정책참고
,아중동지역과의 미래지향적 우호협력 관계형성을 통한 안정적 자 원 확보 및 협력관계 확대,계속사업,Y,N,Y,Y,N,N,N,"국가, 민간, 한-아프리카재단",,"681,795,000천원",아중동지역국가와의 교류협력 강화,아중동지역국가와의 교류협력 강화,"6,727,000천원",국제기구분담금,"681,795,000천원",한-아프리카재단 출연,"4,420,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 2권.txt,직접수행,국가기관,대규모(1000억원 이상),국제협력,지역특화,관민협력(2자),부분매칭,,No,,0.0,0,,0.0,0,681795000,44.0,C급_정책참고
,"군내 재난취약지역 개선, 재난구조부대 장비물자 확보 및 재해 복구",계속사업,Y,N,N,N,N,N,N,국가,,"153,011,000천원",재난및안전관리,재난및안전관리,"31,687,000천원",671),7천원,교육용탄약,"121,644,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 2권.txt,직접수행,국가기관,대규모(1000억원 이상),운영/관리,지역특화,공공주도,부분매칭,,No,,0.0,0,,0.0,0,153011000,44.0,C급_정책참고
,방위산업 및 방산수출진흥 지원,계속사업,Y,Y,Y,Y,N,N,Y,"국가, 지자체, 민간, 국방기술진흥연구소",16억원,"233,640,000천원",국제방산협력지원,국제방산협력지원,"4,306,000천원",방산분야 인프라 및 상생협력 환경조성,"5,308,000천원",방위산업 수출지원,"67,452,000천원",방위산업 이차보전,"22,962,000천원",방산고도화지원,"139,606,000천원",방위산업기술지,"5,962,000천원",방산수출 투자지원,"30,005,000천원",,,2. 2026년도 세입세출예산안사업별 설명서 2권.txt,"직접수행, 민간보조",국가기관,대규모(1000억원 이상),지원/보조,전국단위,관민협력(3자),부분매칭,,No,,0.0,0,,0.0,0,233640000,44.0,C급_정책참고
,"실질적 자치분권 보장, 주민참여 활성화, 지방자치 관련 제도 운영 및 개선, 정책 홍보 추진",계속사업,Y,N,N,Y,N,N,N,"국가, 한국지방행정연구원",,"71,272,728,000천원",위약금,한국지방행정연구원정책개발연구등지원,"3,123,000천원",지자체조직 및 인사관리 효율화,"927,000천원",공직선거관리및,"1,818,000천원",주민등록번호변경위원회 운영,"378,000천원",주민등록제도개선및운영,"145,000천원",지방분권 균형발전 홍보지원,"539,000천원",주민직접참여형 자치입법플랫폼 구축(정보화),"69,000천원",,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"직접수행, 출연",국가기관,대규모(1000억원 이상),운영/관리,지역특화,공공주도,부분매칭,,No,,0.0,0,,0.0,0,71272728000,44.0,C급_정책참고
,지방자치인재개발원의 교육운영 및 시설 확충,계속사업,Y,N,N,N,N,N,N,국가,,"8,341,000천원",지방자치인재개발원교육환경개선유지,지방자치인재개발원교육환경개선유지,"5,350,000천원",지방자치인재개발원교육운영,"875,000천원",지방자치인재개,"887,000천원",외국지방공무원교육운영(ODA),"369,000천원",,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,직접수행,국가기관,대규모(1000억원 이상),R&D/연구개발,지역특화,공공주도,부분매칭,,No,,0.0,0,,0.0,0,8341000,44.0,C급_정책참고
,미래 문화콘텐츠 산업을 선도할 핵심기술 개발,계속사업,Y,N,Y,Y,N,N,N,"국가, 민간, 한국콘텐츠진흥원",,"84,144,000천원",저작권 인식제고,CT기반조성(R&D),"3,450,000천원",저작권 인식제고,"53,934,000천원",문화기술 연구개발(R&D),"83,200,000천원",문화체육관광 R&D 기획평가관리사업(R&D),"3,941,000천원",K-Culture 글로벌 스타트업 육성 기술개발(R&D),"9,275,000천원",인공지능 기반 공연예술 안전환경 구축 핵심기술개발(R&D,"6,400,000천원",문화기술 전문인력양성(R&D),"6,900,000천원",문화공간 AX 전환을 위한 차세대 Culture Tech 기술개발(,"5,200,000천원",2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"직접수행, 민간보조",국가기관,대규모(1000억원 이상),R&D/연구개발,전국단위,관민협력(2자),부분매칭,,No,,0.0,0,,0.0,0,84144000,44.0,C급_정책참고
,방송영상콘텐츠 산업 육성을 위한 제작 지원 및 광고산업 활성화 하는 사업,계속사업,Y,Y,Y,N,N,N,Y,"국가, 지자체, 민간",15억원,"251,135,000천원",방송영상콘텐츠 산업 육성,방송영상콘텐츠 산업 육성,"91,566,000천원",국제방송 지원,"25,848,000천원",광고산업 활성화,"2,468,000천원",출판산업육성,"48,591,000천원",,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"직접수행, 지자체보조, 민간보조, 지방비매칭",국가기관,대규모(1000억원 이상),지원/보조,전국단위,관민협력(3자),부분매칭,,No,,0.0,0,,0.0,0,251135000,44.0,C급_정책참고
,출판문화산업 경쟁력 강화를 위해 출판 산업을 지원하는 사업,계속사업,Y,Y,Y,Y,N,N,Y,"국가, 지자체, 민간",8억원,"251,135,000천원",출판산업 활성화,출판산업 활성화,"48,591,000천원",275) 창의적문화정책구현,"251,135,000천원",인문 진흥,"33,211,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"직접수행, 지자체보조, 민간보조, 출연, 지방비매칭",국가기관,대규모(1000억원 이상),지원/보조,전국단위,관민협력(3자),부분매칭,,No,,0.0,0,,0.0,0,251135000,44.0,C급_정책참고
,"국가유산 교육활용 진흥, 국가유산 사회적 기업 육성, 국가유산 방 문자센터 건립, 진흥원 지원 등",계속사업,Y,Y,Y,N,N,N,Y,"국가, 지자체, 민간",317.94억원,"619,120,000천원",국가유산 교육활용 진흥,국가유산 교육활용 진흥,"63,443,000천원",국가유산진흥원지원,"20,876,000천원",국가유산 사회적 기업 육성,"360,000천원",국가유산 방문자센터 건립,"180,000천원",국제교류및세계,"75,815,000천원",,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"직접수행, 지자체보조, 민간보조, 지방비매칭",국가기관,대규모(1000억원 이상),교육/인재양성,전국단위,관민협력(3자),부분매칭,,No,,0.0,0,,0.0,0,619120000,44.0,C급_정책참고
,"양산 통도사 문화공간 건립, 고도 보존 및 육성",계속사업,Y,Y,N,N,N,N,Y,"국가, 지자체 6. 지방비매칭  298.72억원",298.72억원,"6,487,141,000천원",양산 통도사 문화공간 건립,양산 통도사 문화공간 건립,"3,000,000천원",고도 보존 및 육성,"31,679,000천원",지역지원계정 세 출 합 계,"34,679,000천원",000 -,271천원,관(부문),202천원,6 예산안,202천원,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"지자체보조, 지방비매칭",국가기관,대규모(1000억원 이상),기타,지역특화,공공주도,부분매칭,,No,,0.0,0,,0.0,0,6487141000,44.0,C급_정책참고
,해운물류 산업 지원 및 육성,계속사업,Y,N,Y,N,N,N,N,"국가, 민간",,"109,048,000천원",관공선건조 및 운영,관공선건조 및 운영,"22,578,000천원",전환교통지원,"2,700,000천원",국가필수선대제도 운영,"8,208,000천원",연안선박현대화 지원,"19,465,000천원",도서지역 해상교,"8,540,000천원",해운물류전문인력양성지원,"2,613,000천원",크루즈산업 활성화 지원,"998,000천원",친환경 항만하역장비 구축 지원,"368,000천원",2. 2026년도 세입세출예산안사업별 설명서 3권.txt,직접수행,국가기관,대규모(1000억원 이상),지원/보조,전국단위,관민협력(2자),부분매칭,,No,,0.0,0,,0.0,0,109048000,44.0,C급_정책참고
,연근해어업구조조정 및 어선현대화 등,계속사업,Y,Y,Y,N,N,N,Y,"국가, 지자체, 민간",135억원,"868,912,000천원",지역균형발전특별회계 전출(지역자율계정),연근해어선감척(지자체),"196,664,000천원",어항기반시설조,"404,737,000천원",안전복지형연근해어선기반구축,"2,277,000천원",어선거래제도 운영,"400,000천원",어선청년임대,"2,045,000천원",감척어선공공활용,"3,045,000천원",,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"직접수행, 지자체보조, 민간보조, 지방비매칭",국가기관,대규모(1000억원 이상),기타,전국단위,관민협력(3자),부분매칭,,No,,0.0,0,,0.0,0,868912000,44.0,C급_정책참고
,산림복지서비스 제공,계속사업,Y,Y,Y,N,N,N,Y,"국가, 지자체, 민간 6. 지방비매칭  3.92억원",3.92억원,"116,621,000천원",산림휴양등산증진,산림휴양등산증진,"20,281,000천원",산림생태보전(일,"29,696,000천원",산림교육치유활성화,"11,631,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"직접수행, 지자체보조, 지방비매칭",국가기관,대규모(1000억원 이상),복지/보건,지역특화,관민협력(3자),부분매칭,,No,,0.0,0,,0.0,0,116621000,44.0,C급_정책참고
,온실가스 감축을 위한 탄소흡수원으로 난대수종 발굴 육성,계속사업,Y,N,Y,N,N,N,N,국가,,"988,101,000천원",국립난대수목원 조성,국립난대수목원 조성,"6,349,000천원",관(부문),202천원,한국수목원관리,"56,002,000천원",6 예산안,202천원,감 사 업 개 요 및 경 비 내 역 항(프로그램) 사업(단위사업),4천원,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"직접수행, 민간보조",국가기관,대규모(1000억원 이상),기타,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,988101000,44.0,C급_정책참고
,"여성, 장애인 기업 육성 및 사회적 경제기업 성장 지원",계속사업,Y,N,Y,Y,N,N,N,"국가, 민간",,"147,019,000천원",여성기업육성,여성기업육성,"10,437,000천원",중소기업종합상,"11,066,000천원",장애인기업육성,"13,601,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 4권.txt,"직접수행, 출연",국가기관,대규모(1000억원 이상),지원/보조,전국단위,관민협력(2자),부분매칭,,No,,0.0,0,,0.0,0,147019000,44.0,C급_정책참고
,"저소득 지역가입자를 대상으로 한 연금보험료 지원, 사회보장협정 추진 등 국민연금제도 운영 전반",계속사업,Y,N,N,N,N,N,N,국가,,"94,466,000천원",국립재활원(손익계정) 전출,저소득 지역가입자 보험료 지원,"82,367,000천원",일반회계 전출,"11,769,000천원",연금정책사업관리,"330,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 4권.txt,직접수행,국가기관,대규모(1000억원 이상),지원/보조,지역특화,공공주도,부분매칭,,No,,0.0,0,,0.0,0,94466000,44.0,C급_정책참고
,국내 의료서비스 산업 육성지원을 통한 국제경쟁력 강화,계속사업,Y,Y,Y,N,N,N,Y,"국가, 민간",112억원,"301,725,000천원",해외환자 유치 지원,해외환자 유치 지원,"5,911,000천원",의료시스템 수출 지원,"9,390,000천원",보건산업진흥,"301,725,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 4권.txt,"직접수행, 지자체보조, 민간보조, 지방비매칭",국가기관,대규모(1000억원 이상),지원/보조,전국단위,관민협력(2자),부분매칭,,No,,0.0,0,,0.0,0,301725000,44.0,C급_정책참고
,"지자체가 지역특성, 수요에 맞는 사회서비스를 직접 제공하여 일 자리 창출",계속사업,Y,Y,N,N,N,N,Y,"국가, 지자체",187억원,"903,925,000천원",지역자율형 사회서비스 투자사업,지역자율형 사회서비스 투자사업,"43,607,000천원",사회복지전달체,"179,333,000천원",,,,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 4권.txt,"직접수행, 지자체보조, 지방비매칭",국가기관,대규모(1000억원 이상),기타,지역특화,공공주도,부분매칭,,No,,0.0,0,,0.0,0,903925000,44.0,C급_정책참고
,분야별 안전관리 강화를 위한 행정 지원,계속사업,Y,N,Y,N,N,N,N,"국가, 식품산업협회 등",,"756,937,000천원",식품관리운영,식품관리운영,"1,660,000천원",의약품관리운영,"586,000천원",바이오생약 관리운영,"200,000천원",의료기기관리운영,"441,000천원",안전평가원 관리운영,"11,794,000천원",위해사범중앙조사단운영,"1,873,000천원",식의약 법무통계 관리운영,"666,000천원",청사관리운영,"2,439,000천원",2. 2026년도 세입세출예산안사업별 설명서 4권.txt,직접수행,국가기관,대규모(1000억원 이상),지원/보조,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,756937000,44.0,C급_정책참고
,환경피해발생에 따른 분쟁조정,계속사업,Y,Y,N,N,N,N,Y,국가,100억원,"3,035,718,000천원",환경피해평가방법 및 배상기준표준화,환경피해평가방법 및 배상기준표준화,"457,000천원",환경피해조사 및 피해구제,"1,991,000천원",재해대책,"50,000,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,"직접수행, 지자체보조, 지방비매칭",국가기관,대규모(1000억원 이상),정책/제도,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,3035718000,44.0,C급_정책참고
,환경위해 관리,계속사업,Y,N,N,Y,N,N,N,국가,,"161,730,000천원",석면안전관리,석면안전관리,"2,961,000천원",환경보건종합정보시스템 구축운영(정보화),"1,711,000천원",환경피해 사후관,"22,771,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,"직접수행, 출연",국가기관,대규모(1000억원 이상),운영/관리,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,161730000,44.0,C급_정책참고
,환경성평가 및 영향평가제도 운영관리,계속사업,Y,Y,Y,Y,N,N,Y,"국가, 지자체, 민간, 국립공원공단 등",189억원,"152,674,000천원",국립공원 및 지질공원사업,국립공원 및 지질공원사업,"126,915,000천원",국토환경관리,"2,860,000천원",자연생태 복원,"41,866,000천원",생태계 보전지역 관리,"187,000천원",생물자원보전 종합대책,"24,862,000천원",국립공원공단출연,"258,998,000천원",야생동식물보호 및 관리,"42,743,000천원",국토환경정보화기반구축(정보화),"4,750,000천원",2. 2026년도 세입세출예산안사업별 설명서 5권.txt,"직접수행, 지자체보조, 출연, 지방비매칭",국가기관,대규모(1000억원 이상),운영/관리,전국단위,관민협력(3자),부분매칭,,No,,0.0,0,,0.0,0,152674000,44.0,C급_정책참고
,"ILO 국제부담금, ILO협력사업, OECD공동연구사업, 국제성인역량조 사, 개도국 고용노동분야 정책 컨설팅",계속사업,Y,Y,N,Y,N,N,Y,"국가, 한국산업인력공단 등",69.6억원,"57,464,000천원",고용노동국제협력및통상협상대응,ILO분담금(ODA),"18,358,000천원",고용노동국제협력및통상협상대응,"1,215,000천원",개도국고용노동분야개발협력(ODA),"8,599,000천원",외국인력관리지,"11,499,000천원",,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,"직접수행, 지자체보조, 지방비매칭",국가기관,대규모(1000억원 이상),R&D/연구개발,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,57464000,44.0,C급_정책참고
